"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2006","Die ehemalige jugoslawische Republik Mazedonien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.0",""
"2006","Albanien","Medianalter der Bevölkerung","28.7",""
"2006","Albanien","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.7",""
"2006","Albanien","Anteil der Bevölkerung  jünger als 15 Jahre","25.7",""
"2006","Albanien","Anteil der Bevölkerung jünger als 20 Jahre","35.7",""
"2006","Albanien","Anteil der Bevölkerung im Alter von 5-9 Jahren","8.4",""
"2006","Albanien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","13.1",""
"2006","Serbien","Medianalter der Bevölkerung","40.9",""
"2006","Serbien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2006","Serbien","Anteil der Bevölkerung  jünger als 15 Jahre","15.7",""
"2006","Serbien","Anteil der Bevölkerung jünger als 20 Jahre","21.9",""
"2006","Serbien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2006","Serbien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.7",""
"2006","Türkei","Medianalter der Bevölkerung","27.6",""
"2006","Türkei","Anteil der Bevölkerung im Alter von 0-4 Jahren","8.6",""
"2006","Türkei","Anteil der Bevölkerung  jünger als 15 Jahre","27.0",""
"2006","Türkei","Anteil der Bevölkerung jünger als 20 Jahre","36.1",""
"2006","Türkei","Anteil der Bevölkerung im Alter von 5-9 Jahren","9.3",""
"2006","Türkei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","10.2",""
"2006","Andorra","Medianalter der Bevölkerung","37.7",""
"2006","Andorra","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2006","Andorra","Anteil der Bevölkerung  jünger als 15 Jahre","15.1",""
"2006","Andorra","Anteil der Bevölkerung jünger als 20 Jahre","19.7",""
"2006","Andorra","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2006","Andorra","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.1",""
"2006","Belarus","Medianalter der Bevölkerung","37.8",""
"2006","Belarus","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.6",""
"2006","Belarus","Anteil der Bevölkerung  jünger als 15 Jahre","15.2",""
"2006","Belarus","Anteil der Bevölkerung jünger als 20 Jahre","23.3",""
"2006","Belarus","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7",""
"2006","Belarus","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.8",""
"2006","Bosnien und Herzegowina","Medianalter der Bevölkerung",":",""
"2006","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2006","Bosnien und Herzegowina","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2006","Bosnien und Herzegowina","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2006","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2006","Bosnien und Herzegowina","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2006","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Medianalter der Bevölkerung",":",""
"2006","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2006","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2006","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2006","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2006","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2006","Moldau","Medianalter der Bevölkerung","32.3",""
"2006","Moldau","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2006","Moldau","Anteil der Bevölkerung  jünger als 15 Jahre","18.3",""
"2006","Moldau","Anteil der Bevölkerung jünger als 20 Jahre","28.1",""
"2006","Moldau","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.7",""
"2006","Moldau","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","13.7",""
"2006","Monaco","Medianalter der Bevölkerung",":",""
"2006","Monaco","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2006","Monaco","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2006","Monaco","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2006","Monaco","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2006","Monaco","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2006","Russland","Medianalter der Bevölkerung","37.4",""
"2006","Russland","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2006","Russland","Anteil der Bevölkerung  jünger als 15 Jahre","14.9",""
"2006","Russland","Anteil der Bevölkerung jünger als 20 Jahre","23.2",""
"2006","Russland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.5",""
"2006","Russland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.6",""
"2006","San Marino","Medianalter der Bevölkerung",":",""
"2006","San Marino","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2006","San Marino","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2006","San Marino","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2006","San Marino","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2006","San Marino","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2006","Ukraine","Medianalter der Bevölkerung","39.0",""
"2006","Ukraine","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.3",""
"2006","Ukraine","Anteil der Bevölkerung  jünger als 15 Jahre","14.5",""
"2006","Ukraine","Anteil der Bevölkerung jünger als 20 Jahre","22.1",""
"2006","Ukraine","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.4",""
"2006","Ukraine","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.3",""
"2006","Armenien","Medianalter der Bevölkerung","31.5",""
"2006","Armenien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2006","Armenien","Anteil der Bevölkerung  jünger als 15 Jahre","20.6",""
"2006","Armenien","Anteil der Bevölkerung jünger als 20 Jahre","30.6",""
"2006","Armenien","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.5",""
"2006","Armenien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","15.7",""
"2006","Aserbaidschan","Medianalter der Bevölkerung","27.9",""
"2006","Aserbaidschan","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.1",""
"2006","Aserbaidschan","Anteil der Bevölkerung  jünger als 15 Jahre","24.5",""
"2006","Aserbaidschan","Anteil der Bevölkerung jünger als 20 Jahre","35.5",""
"2006","Aserbaidschan","Anteil der Bevölkerung im Alter von 5-9 Jahren","7.2",""
"2006","Aserbaidschan","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","10.4",""
"2006","Georgien","Medianalter der Bevölkerung","35.5",""
"2006","Georgien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2006","Georgien","Anteil der Bevölkerung  jünger als 15 Jahre","18.4",""
"2006","Georgien","Anteil der Bevölkerung jünger als 20 Jahre","26.8",""
"2006","Georgien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.8",""
"2006","Georgien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","21.2",""
"2007","Europäische Union (28 Länder)","Medianalter der Bevölkerung","40.1",""
"2007","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2007","Europäische Union (28 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.9",""
"2007","Europäische Union (28 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","22.0",""
"2007","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Europäische Union (28 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.2",""
"2007","Europäische Union (27 Länder)","Medianalter der Bevölkerung","40.1",""
"2007","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2007","Europäische Union (27 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.9",""
"2007","Europäische Union (27 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","22.0",""
"2007","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Europäische Union (27 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.2",""
"2007","Euroraum (19 Länder)","Medianalter der Bevölkerung","40.8",""
"2007","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2007","Euroraum (19 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.6",""
"2007","Euroraum (19 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.4",""
"2007","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Euroraum (19 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.7",""
"2007","Euroraum (18 Länder)","Medianalter der Bevölkerung","40.8",""
"2007","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2007","Euroraum (18 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2007","Euroraum (18 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.2",""
"2007","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Euroraum (18 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.7",""
"2007","Euroraum (17 Länder)","Medianalter der Bevölkerung","40.8",""
"2007","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2007","Euroraum (17 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.6",""
"2007","Euroraum (17 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.3",""
"2007","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Euroraum (17 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.7",""
"2007","Euroraum (16 Länder)","Medianalter der Bevölkerung","40.8",""
"2007","Euroraum (16 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2007","Euroraum (16 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.6",""
"2007","Euroraum (16 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.3",""
"2007","Euroraum (16 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2007","Euroraum (16 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.7",""
"2007","Belgien","Medianalter der Bevölkerung","40.5",""
"2007","Belgien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2007","Belgien","Anteil der Bevölkerung  jünger als 15 Jahre","17.0",""
"2007","Belgien","Anteil der Bevölkerung jünger als 20 Jahre","23.1",""
"2007","Belgien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.6",""
"2007","Belgien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.9",""
"2007","Bulgarien","Medianalter der Bevölkerung","41.7",""
"2007","Bulgarien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.3",""
"2007","Bulgarien","Anteil der Bevölkerung  jünger als 15 Jahre","13.2",""
"2007","Bulgarien","Anteil der Bevölkerung jünger als 20 Jahre","19.6",""
"2007","Bulgarien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.2",""
"2007","Bulgarien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.5",""
"2007","Tschechische Republik","Medianalter der Bevölkerung","39.2",""
"2007","Tschechische Republik","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2007","Tschechische Republik","Anteil der Bevölkerung  jünger als 15 Jahre","14.4",""
"2007","Tschechische Republik","Anteil der Bevölkerung jünger als 20 Jahre","20.7",""
"2007","Tschechische Republik","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.4",""
"2007","Tschechische Republik","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.3",""
"2007","Dänemark","Medianalter der Bevölkerung","40.0",""
"2007","Dänemark","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.0",""
"2007","Dänemark","Anteil der Bevölkerung  jünger als 15 Jahre","18.6",""
"2007","Dänemark","Anteil der Bevölkerung jünger als 20 Jahre","24.5",""
"2007","Dänemark","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.2",""
"2007","Dänemark","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.2",""
"2007","Deutschland (bis 1990 früheres Gebiet der BRD)","Medianalter der Bevölkerung","42.8",""
"2007","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.3",""
"2007","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung  jünger als 15 Jahre","13.9",""
"2007","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung jünger als 20 Jahre","19.7",""
"2007","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7",""
"2007","Deutschland (bis 1990 früheres Gebiet der BRD)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","29.9",""
"2007","Deutschland (einschl. ehemalige DDR)","Medianalter der Bevölkerung","42.8",""
"2007","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.3",""
"2007","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung  jünger als 15 Jahre","13.9",""
"2007","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung jünger als 20 Jahre","19.7",""
"2007","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7",""
"2007","Deutschland (einschl. ehemalige DDR)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","29.9",""
"2007","Estland","Medianalter der Bevölkerung","39.6",""
"2007","Estland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2007","Estland","Anteil der Bevölkerung  jünger als 15 Jahre","14.9",""
"2007","Estland","Anteil der Bevölkerung jünger als 20 Jahre","22.2",""
"2007","Estland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.6",""
"2007","Estland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.5",""
"2007","Irland","Medianalter der Bevölkerung","33.3",""
"2007","Irland","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.1",""
"2007","Irland","Anteil der Bevölkerung  jünger als 15 Jahre","20.3",""
"2007","Irland","Anteil der Bevölkerung jünger als 20 Jahre","27.0",""
"2007","Irland","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.8",""
"2007","Irland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","15.7",""
"2007","Griechenland","Medianalter der Bevölkerung","39.9",""
"2007","Griechenland","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2007","Griechenland","Anteil der Bevölkerung  jünger als 15 Jahre","14.7",""
"2007","Griechenland","Anteil der Bevölkerung jünger als 20 Jahre","20.4",""
"2007","Griechenland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2007","Griechenland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.9",""
"2007","Spanien","Medianalter der Bevölkerung","39.0",""
"2007","Spanien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2007","Spanien","Anteil der Bevölkerung  jünger als 15 Jahre","14.6",""
"2007","Spanien","Anteil der Bevölkerung jünger als 20 Jahre","19.7",""
"2007","Spanien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7",""
"2007","Spanien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.0",""
