"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2008M06","Total","Total","Total","Total","First time applicant","Person","14,170"
"2008M07","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","20,215"
"2008M07","European Union (28 countries)","Total","Total","Total","First time applicant","Person","14,445"
"2008M07","Belgium","Total","Total","Total","Asylum applicant","Person","1,415"
"2008M07","Belgium","Total","Total","Total","First time applicant","Person","965"
"2008M07","Bulgaria","Total","Total","Total","Asylum applicant","Person","60"
"2008M07","Bulgaria","Total","Total","Total","First time applicant","Person",":"
"2008M07","Czech Republic","Total","Total","Total","Asylum applicant","Person","110"
"2008M07","Czech Republic","Total","Total","Total","First time applicant","Person","50"
"2008M07","Denmark","Total","Total","Total","Asylum applicant","Person","135"
"2008M07","Denmark","Total","Total","Total","First time applicant","Person","135"
"2008M07","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","2,225"
"2008M07","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","1,795"
"2008M07","Estonia","Total","Total","Total","Asylum applicant","Person","0"
"2008M07","Estonia","Total","Total","Total","First time applicant","Person","0"
"2008M07","Ireland","Total","Total","Total","Asylum applicant","Person","340"
"2008M07","Ireland","Total","Total","Total","First time applicant","Person","330"
"2008M07","Greece","Total","Total","Total","Asylum applicant","Person","1,740"
"2008M07","Greece","Total","Total","Total","First time applicant","Person",":"
"2008M07","Spain","Total","Total","Total","Asylum applicant","Person","370"
"2008M07","Spain","Total","Total","Total","First time applicant","Person",":"
"2008M07","France","Total","Total","Total","Asylum applicant","Person","3,355"
"2008M07","France","Total","Total","Total","First time applicant","Person",":"
"2008M07","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2008M07","Croatia","Total","Total","Total","First time applicant","Person",":"
"2008M07","Italy","Total","Total","Total","Asylum applicant","Person","3,870"
"2008M07","Italy","Total","Total","Total","First time applicant","Person","3,870"
"2008M07","Cyprus","Total","Total","Total","Asylum applicant","Person","435"
"2008M07","Cyprus","Total","Total","Total","First time applicant","Person","435"
"2008M07","Latvia","Total","Total","Total","Asylum applicant","Person","0"
"2008M07","Latvia","Total","Total","Total","First time applicant","Person","0"
"2008M07","Lithuania","Total","Total","Total","Asylum applicant","Person","35"
"2008M07","Lithuania","Total","Total","Total","First time applicant","Person",":"
"2008M07","Luxembourg","Total","Total","Total","Asylum applicant","Person","40"
"2008M07","Luxembourg","Total","Total","Total","First time applicant","Person",":"
"2008M07","Hungary","Total","Total","Total","Asylum applicant","Person","160"
"2008M07","Hungary","Total","Total","Total","First time applicant","Person",":"
"2008M07","Malta","Total","Total","Total","Asylum applicant","Person","365"
"2008M07","Malta","Total","Total","Total","First time applicant","Person","365"
"2008M07","Netherlands","Total","Total","Total","Asylum applicant","Person","1,445"
"2008M07","Netherlands","Total","Total","Total","First time applicant","Person","1,270"
"2008M07","Austria","Total","Total","Total","Asylum applicant","Person","1,075"
"2008M07","Austria","Total","Total","Total","First time applicant","Person",":"
"2008M07","Poland","Total","Total","Total","Asylum applicant","Person","585"
"2008M07","Poland","Total","Total","Total","First time applicant","Person","490"
"2008M07","Portugal","Total","Total","Total","Asylum applicant","Person","5"
"2008M07","Portugal","Total","Total","Total","First time applicant","Person","5"
"2008M07","Romania","Total","Total","Total","Asylum applicant","Person","160"
"2008M07","Romania","Total","Total","Total","First time applicant","Person",":"
"2008M07","Slovenia","Total","Total","Total","Asylum applicant","Person","15"
"2008M07","Slovenia","Total","Total","Total","First time applicant","Person","15"
"2008M07","Slovakia","Total","Total","Total","Asylum applicant","Person","75"
"2008M07","Slovakia","Total","Total","Total","First time applicant","Person",":"
"2008M07","Finland","Total","Total","Total","Asylum applicant","Person","280"
"2008M07","Finland","Total","Total","Total","First time applicant","Person",":"
"2008M07","Sweden","Total","Total","Total","Asylum applicant","Person","1,920"
"2008M07","Sweden","Total","Total","Total","First time applicant","Person","1,895"
"2008M07","United Kingdom","Total","Total","Total","Asylum applicant","Person",":"
"2008M07","United Kingdom","Total","Total","Total","First time applicant","Person","2,820"
"2008M07","Iceland","Total","Total","Total","Asylum applicant","Person","10"
"2008M07","Iceland","Total","Total","Total","First time applicant","Person",":"
"2008M07","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2008M07","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2008M07","Norway","Total","Total","Total","Asylum applicant","Person","1,435"
"2008M07","Norway","Total","Total","Total","First time applicant","Person","1,400"
"2008M07","Switzerland","Total","Total","Total","Asylum applicant","Person","1,095"
"2008M07","Switzerland","Total","Total","Total","First time applicant","Person","990"
"2008M07","Total","Total","Total","Total","Asylum applicant","Person","22,765"
"2008M07","Total","Total","Total","Total","First time applicant","Person","16,835"
"2008M08","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","19,485"
"2008M08","European Union (28 countries)","Total","Total","Total","First time applicant","Person","13,805"
"2008M08","Belgium","Total","Total","Total","Asylum applicant","Person","1,345"
"2008M08","Belgium","Total","Total","Total","First time applicant","Person","980"
"2008M08","Bulgaria","Total","Total","Total","Asylum applicant","Person","35"
"2008M08","Bulgaria","Total","Total","Total","First time applicant","Person",":"
"2008M08","Czech Republic","Total","Total","Total","Asylum applicant","Person","115"
"2008M08","Czech Republic","Total","Total","Total","First time applicant","Person","60"
"2008M08","Denmark","Total","Total","Total","Asylum applicant","Person","210"
"2008M08","Denmark","Total","Total","Total","First time applicant","Person","210"
"2008M08","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","2,040"
"2008M08","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","1,660"
"2008M08","Estonia","Total","Total","Total","Asylum applicant","Person","0"
"2008M08","Estonia","Total","Total","Total","First time applicant","Person","0"
"2008M08","Ireland","Total","Total","Total","Asylum applicant","Person","335"
"2008M08","Ireland","Total","Total","Total","First time applicant","Person","330"
"2008M08","Greece","Total","Total","Total","Asylum applicant","Person","1,420"
"2008M08","Greece","Total","Total","Total","First time applicant","Person",":"
"2008M08","Spain","Total","Total","Total","Asylum applicant","Person","290"
"2008M08","Spain","Total","Total","Total","First time applicant","Person",":"
"2008M08","France","Total","Total","Total","Asylum applicant","Person","3,270"
"2008M08","France","Total","Total","Total","First time applicant","Person",":"
"2008M08","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2008M08","Croatia","Total","Total","Total","First time applicant","Person",":"
"2008M08","Italy","Total","Total","Total","Asylum applicant","Person","3,785"
"2008M08","Italy","Total","Total","Total","First time applicant","Person","3,785"
"2008M08","Cyprus","Total","Total","Total","Asylum applicant","Person","220"
"2008M08","Cyprus","Total","Total","Total","First time applicant","Person","220"
"2008M08","Latvia","Total","Total","Total","Asylum applicant","Person","10"
"2008M08","Latvia","Total","Total","Total","First time applicant","Person","10"
"2008M08","Lithuania","Total","Total","Total","Asylum applicant","Person","25"
"2008M08","Lithuania","Total","Total","Total","First time applicant","Person",":"
"2008M08","Luxembourg","Total","Total","Total","Asylum applicant","Person","55"
"2008M08","Luxembourg","Total","Total","Total","First time applicant","Person",":"
"2008M08","Hungary","Total","Total","Total","Asylum applicant","Person","240"
"2008M08","Hungary","Total","Total","Total","First time applicant","Person",":"
"2008M08","Malta","Total","Total","Total","Asylum applicant","Person","270"
"2008M08","Malta","Total","Total","Total","First time applicant","Person","270"
"2008M08","Netherlands","Total","Total","Total","Asylum applicant","Person","1,440"
"2008M08","Netherlands","Total","Total","Total","First time applicant","Person","1,285"
"2008M08","Austria","Total","Total","Total","Asylum applicant","Person","1,160"
"2008M08","Austria","Total","Total","Total","First time applicant","Person",":"
"2008M08","Poland","Total","Total","Total","Asylum applicant","Person","665"
"2008M08","Poland","Total","Total","Total","First time applicant","Person","585"
"2008M08","Portugal","Total","Total","Total","Asylum applicant","Person","20"
"2008M08","Portugal","Total","Total","Total","First time applicant","Person","20"
"2008M08","Romania","Total","Total","Total","Asylum applicant","Person","90"
"2008M08","Romania","Total","Total","Total","First time applicant","Person",":"
"2008M08","Slovenia","Total","Total","Total","Asylum applicant","Person","10"
"2008M08","Slovenia","Total","Total","Total","First time applicant","Person","10"
"2008M08","Slovakia","Total","Total","Total","Asylum applicant","Person","80"
"2008M08","Slovakia","Total","Total","Total","First time applicant","Person",":"
"2008M08","Finland","Total","Total","Total","Asylum applicant","Person","375"
"2008M08","Finland","Total","Total","Total","First time applicant","Person",":"
"2008M08","Sweden","Total","Total","Total","Asylum applicant","Person","1,975"
"2008M08","Sweden","Total","Total","Total","First time applicant","Person","1,935"
"2008M08","United Kingdom","Total","Total","Total","Asylum applicant","Person",":"
"2008M08","United Kingdom","Total","Total","Total","First time applicant","Person","2,445"
"2008M08","Iceland","Total","Total","Total","Asylum applicant","Person","5"
"2008M08","Iceland","Total","Total","Total","First time applicant","Person",":"
"2008M08","Liechtenstein","Total","Total","Total","Asylum applicant","Person","0"
"2008M08","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2008M08","Norway","Total","Total","Total","Asylum applicant","Person","1,700"
"2008M08","Norway","Total","Total","Total","First time applicant","Person","1,655"
"2008M08","Switzerland","Total","Total","Total","Asylum applicant","Person","1,605"
"2008M08","Switzerland","Total","Total","Total","First time applicant","Person","1,490"
"2008M08","Total","Total","Total","Total","Asylum applicant","Person","22,795"
"2008M08","Total","Total","Total","Total","First time applicant","Person","16,950"
"2008M09","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","22,160"
"2008M09","European Union (28 countries)","Total","Total","Total","First time applicant","Person","15,180"
