"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2008Q3","Croatia","Total","Total","Total","Rejected","Person",":"
"2008Q3","Italy","Total","Total","Total","Total","Person","5,560"
"2008Q3","Italy","Total","Total","Total","Total positive decisions","Person","2,990"
"2008Q3","Italy","Total","Total","Total","Geneva Convention status","Person","475"
"2008Q3","Italy","Total","Total","Total","Humanitarian status","Person","395"
"2008Q3","Italy","Total","Total","Total","Rejected","Person","2,570"
"2008Q3","Cyprus","Total","Total","Total","Total","Person","0"
"2008Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","0"
"2008Q3","Cyprus","Total","Total","Total","Geneva Convention status","Person",":"
"2008Q3","Cyprus","Total","Total","Total","Humanitarian status","Person",":"
"2008Q3","Cyprus","Total","Total","Total","Rejected","Person",":"
"2008Q3","Latvia","Total","Total","Total","Total","Person","5"
"2008Q3","Latvia","Total","Total","Total","Total positive decisions","Person","0"
"2008Q3","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2008Q3","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2008Q3","Latvia","Total","Total","Total","Rejected","Person","5"
"2008Q3","Lithuania","Total","Total","Total","Total","Person","25"
"2008Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","10"
"2008Q3","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2008Q3","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2008Q3","Lithuania","Total","Total","Total","Rejected","Person","15"
"2008Q3","Luxembourg","Total","Total","Total","Total","Person","110"
"2008Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","55"
"2008Q3","Luxembourg","Total","Total","Total","Geneva Convention status","Person","5"
"2008Q3","Luxembourg","Total","Total","Total","Humanitarian status","Person","50"
"2008Q3","Luxembourg","Total","Total","Total","Rejected","Person","55"
"2008Q3","Hungary","Total","Total","Total","Total","Person","265"
"2008Q3","Hungary","Total","Total","Total","Total positive decisions","Person","100"
"2008Q3","Hungary","Total","Total","Total","Geneva Convention status","Person","35"
"2008Q3","Hungary","Total","Total","Total","Humanitarian status","Person","30"
"2008Q3","Hungary","Total","Total","Total","Rejected","Person","165"
"2008Q3","Malta","Total","Total","Total","Total","Person","940"
"2008Q3","Malta","Total","Total","Total","Total positive decisions","Person","445"
"2008Q3","Malta","Total","Total","Total","Geneva Convention status","Person","0"
"2008Q3","Malta","Total","Total","Total","Humanitarian status","Person","0"
"2008Q3","Malta","Total","Total","Total","Rejected","Person","490"
"2008Q3","Netherlands","Total","Total","Total","Total","Person","3,080"
"2008Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","1,765"
"2008Q3","Netherlands","Total","Total","Total","Geneva Convention status","Person","105"
"2008Q3","Netherlands","Total","Total","Total","Humanitarian status","Person","1,230"
"2008Q3","Netherlands","Total","Total","Total","Rejected","Person","1,320"
"2008Q3","Austria","Total","Total","Total","Total","Person","2,735"
"2008Q3","Austria","Total","Total","Total","Total positive decisions","Person","865"
"2008Q3","Austria","Total","Total","Total","Geneva Convention status","Person","575"
"2008Q3","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2008Q3","Austria","Total","Total","Total","Rejected","Person","1,870"
"2008Q3","Poland","Total","Total","Total","Total","Person","525"
"2008Q3","Poland","Total","Total","Total","Total positive decisions","Person","405"
"2008Q3","Poland","Total","Total","Total","Geneva Convention status","Person","40"
"2008Q3","Poland","Total","Total","Total","Humanitarian status","Person","20"
"2008Q3","Poland","Total","Total","Total","Rejected","Person","120"
"2008Q3","Portugal","Total","Total","Total","Total","Person","25"
"2008Q3","Portugal","Total","Total","Total","Total positive decisions","Person","15"
"2008Q3","Portugal","Total","Total","Total","Geneva Convention status","Person","5"
"2008Q3","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2008Q3","Portugal","Total","Total","Total","Rejected","Person","10"
"2008Q3","Romania","Total","Total","Total","Total","Person","180"
"2008Q3","Romania","Total","Total","Total","Total positive decisions","Person","25"
"2008Q3","Romania","Total","Total","Total","Geneva Convention status","Person","20"
"2008Q3","Romania","Total","Total","Total","Humanitarian status","Person","5"
"2008Q3","Romania","Total","Total","Total","Rejected","Person","155"
"2008Q3","Slovenia","Total","Total","Total","Total","Person","25"
"2008Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","0"
"2008Q3","Slovenia","Total","Total","Total","Geneva Convention status","Person","0"
"2008Q3","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2008Q3","Slovenia","Total","Total","Total","Rejected","Person","25"
"2008Q3","Slovakia","Total","Total","Total","Total","Person","95"
"2008Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","25"
"2008Q3","Slovakia","Total","Total","Total","Geneva Convention status","Person","5"
"2008Q3","Slovakia","Total","Total","Total","Humanitarian status","Person","0"
"2008Q3","Slovakia","Total","Total","Total","Rejected","Person","70"
"2008Q3","Finland","Total","Total","Total","Total","Person","390"
"2008Q3","Finland","Total","Total","Total","Total positive decisions","Person","130"
"2008Q3","Finland","Total","Total","Total","Geneva Convention status","Person","10"
"2008Q3","Finland","Total","Total","Total","Humanitarian status","Person","25"
"2008Q3","Finland","Total","Total","Total","Rejected","Person","255"
"2008Q3","Sweden","Total","Total","Total","Total","Person","6,390"
"2008Q3","Sweden","Total","Total","Total","Total positive decisions","Person","1,545"
"2008Q3","Sweden","Total","Total","Total","Geneva Convention status","Person","380"
"2008Q3","Sweden","Total","Total","Total","Humanitarian status","Person","205"
"2008Q3","Sweden","Total","Total","Total","Rejected","Person","4,845"
"2008Q3","United Kingdom","Total","Total","Total","Total","Person","6,495"
"2008Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,720"
"2008Q3","United Kingdom","Total","Total","Total","Geneva Convention status","Person","1,125"
"2008Q3","United Kingdom","Total","Total","Total","Humanitarian status","Person","560"
"2008Q3","United Kingdom","Total","Total","Total","Rejected","Person","4,775"
"2008Q3","Iceland","Total","Total","Total","Total","Person","15"
"2008Q3","Iceland","Total","Total","Total","Total positive decisions","Person","5"
"2008Q3","Iceland","Total","Total","Total","Geneva Convention status","Person","0"
"2008Q3","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2008Q3","Iceland","Total","Total","Total","Rejected","Person","10"
"2008Q3","Liechtenstein","Total","Total","Total","Total","Person","5"
"2008Q3","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2008Q3","Liechtenstein","Total","Total","Total","Geneva Convention status","Person",":"
"2008Q3","Liechtenstein","Total","Total","Total","Humanitarian status","Person",":"
"2008Q3","Liechtenstein","Total","Total","Total","Rejected","Person","5"
"2008Q3","Norway","Total","Total","Total","Total","Person","2,035"
"2008Q3","Norway","Total","Total","Total","Total positive decisions","Person","505"
"2008Q3","Norway","Total","Total","Total","Geneva Convention status","Person","190"
"2008Q3","Norway","Total","Total","Total","Humanitarian status","Person","140"
"2008Q3","Norway","Total","Total","Total","Rejected","Person","1,530"
"2008Q3","Switzerland","Total","Total","Total","Total","Person","1,865"
"2008Q3","Switzerland","Total","Total","Total","Total positive decisions","Person","1,165"
"2008Q3","Switzerland","Total","Total","Total","Geneva Convention status","Person","555"
"2008Q3","Switzerland","Total","Total","Total","Humanitarian status","Person","460"
"2008Q3","Switzerland","Total","Total","Total","Rejected","Person","700"
"2008Q3","Total","Total","Total","Total","Total","Person","58,710"
"2008Q3","Total","Total","Total","Total","Total positive decisions","Person","16,470"
"2008Q3","Total","Total","Total","Total","Geneva Convention status","Person","7,330"
"2008Q3","Total","Total","Total","Total","Humanitarian status","Person","3,330"
"2008Q3","Total","Total","Total","Total","Rejected","Person","42,240"
"2008Q4","European Union (28 countries)","Total","Total","Total","Total","Person","63,245"
"2008Q4","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","15,905"
"2008Q4","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","6,790"
"2008Q4","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","2,200"
"2008Q4","European Union (28 countries)","Total","Total","Total","Rejected","Person","47,345"
"2008Q4","Belgium","Total","Total","Total","Total","Person","3,785"
"2008Q4","Belgium","Total","Total","Total","Total positive decisions","Person","870"
"2008Q4","Belgium","Total","Total","Total","Geneva Convention status","Person","725"
"2008Q4","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2008Q4","Belgium","Total","Total","Total","Rejected","Person","2,915"
"2008Q4","Bulgaria","Total","Total","Total","Total","Person","60"
"2008Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","20"
"2008Q4","Bulgaria","Total","Total","Total","Geneva Convention status","Person","5"
"2008Q4","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2008Q4","Bulgaria","Total","Total","Total","Rejected","Person","45"
"2008Q4","Czech Republic","Total","Total","Total","Total","Person","215"
"2008Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","55"
"2008Q4","Czech Republic","Total","Total","Total","Geneva Convention status","Person","30"
"2008Q4","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2008Q4","Czech Republic","Total","Total","Total","Rejected","Person","160"
"2008Q4","Denmark","Total","Total","Total","Total","Person","235"
"2008Q4","Denmark","Total","Total","Total","Total positive decisions","Person","120"
"2008Q4","Denmark","Total","Total","Total","Geneva Convention status","Person","35"
"2008Q4","Denmark","Total","Total","Total","Humanitarian status","Person","45"
"2008Q4","Denmark","Total","Total","Total","Rejected","Person","115"
"2008Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","4,710"
"2008Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","1,975"
"2008Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","1,820"
"2008Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","130"
"2008Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","2,735"
"2008Q4","Estonia","Total","Total","Total","Total","Person","0"
"2008Q4","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2008Q4","Estonia","Total","Total","Total","Geneva Convention status","Person","0"
"2008Q4","Estonia","Total","Total","Total","Humanitarian status","Person",":"
"2008Q4","Estonia","Total","Total","Total","Rejected","Person","0"
"2008Q4","Ireland","Total","Total","Total","Total","Person","940"
"2008Q4","Ireland","Total","Total","Total","Total positive decisions","Person","50"
"2008Q4","Ireland","Total","Total","Total","Geneva Convention status","Person","45"
"2008Q4","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2008Q4","Ireland","Total","Total","Total","Rejected","Person","890"
"2008Q4","Greece","Total","Total","Total","Total","Person","11,850"
"2008Q4","Greece","Total","Total","Total","Total positive decisions","Person","35"
"2008Q4","Greece","Total","Total","Total","Geneva Convention status","Person","10"
"2008Q4","Greece","Total","Total","Total","Humanitarian status","Person","5"
"2008Q4","Greece","Total","Total","Total","Rejected","Person","11,815"
"2008Q4","Spain","Total","Total","Total","Total","Person","1,460"
"2008Q4","Spain","Total","Total","Total","Total positive decisions","Person","75"
"2008Q4","Spain","Total","Total","Total","Geneva Convention status","Person","50"
"2008Q4","Spain","Total","Total","Total","Humanitarian status","Person","5"
"2008Q4","Spain","Total","Total","Total","Rejected","Person","1,385"
"2008Q4","France","Total","Total","Total","Total","Person","8,525"
"2008Q4","France","Total","Total","Total","Total positive decisions","Person","1,215"
"2008Q4","France","Total","Total","Total","Geneva Convention status","Person","970"
"2008Q4","France","Total","Total","Total","Humanitarian status","Person",":"
"2008Q4","France","Total","Total","Total","Rejected","Person","7,310"
